0.117247,0.113693,0.117227,0.115555,0.226776,12,573,900,-1,0.1380996
0.265831,0.376594,0.484578,0.364887,0.278994,25,573,605,-1,0.3541768
0,0,0,0,0,-999,573,1082,-1,0
0.368155,0.274829,0.382856,0.285618,0.516808,29,573,790,-1,0.3656532
0.509992,0.393631,0.399958,0.393502,0.382511,33,573,598,-1,0.4159188
0.47963,0.35444,0.669869,0.696133,0.478146,34,573,1021,-1,0.5356436
0.605059,0.405252,0.286397,0.497602,0.277382,38,573,1702,-1,0.4143384
0.790529,0.796689,0.574432,0.562158,0.771086,75,573,2430,-1,0.6989788
0.490038,0.382876,0.494062,0.487928,0.4855,67,573,2862,-1,0.4680808
0.625131,0.447206,0.3424,0.541569,0.40737,57,573,2614,-1,0.4727352
0.537516,0.60356,0.605148,0.492041,0.61472,74,573,2413,-1,0.570597
0.434397,0.601141,0.611108,0.506508,0.716966,67,573,2845,-1,0.574024
0.61042,0.615813,0.512606,0.501553,0.405211,90,573,4016,-1,0.5291206
0.47748,0.694353,0.59056,0.486443,0.484909,97,573,4449,-1,0.546749
0.547915,0.440451,0.392952,0.382378,0.345976,91,573,4246,-1,0.4219344
0.677214,0.450131,0.757656,0.351643,0.567912,109,573,5110,-1,0.5609112
0.678211,0.640747,0.485246,0.462609,0.675176,109,573,4858,-1,0.5883978
0.732607,0.637661,0.642201,0.636448,0.757479,113,573,5338,-1,0.6812792
0.956415,0.952813,0.733569,0.940867,0.938409,130,573,6151,-1,0.9044146
0.472009,0.368851,0.398101,0.499638,0.474784,129,573,6070,-1,0.4426766
0.652322,0.763738,0.436701,0.448229,0.668057,129,573,5888,-1,0.5938094
0.590542,0.649537,0.528736,0.736025,0.619729,134,573,6320,-1,0.6249138
0.138576,0.12833,0.115805,0.116733,0.217356,12,900,573,-1,0.14336
0.190312,0.192024,0.417269,0.181707,0.193174,15,900,605,-1,0.2348972
0,0,0,0,0,-999,900,1082,-1,0
0.22561,0.267067,0.282148,0.27454,0.390478,19,900,790,-1,0.2879686
0.395377,0.381199,0.276008,0.263132,0.383119,23,900,598,-1,0.339767
0.481872,0.376255,0.598968,0.368074,0.370615,24,900,1021,-1,0.4391568
0.380601,0.303565,0.278913,0.275656,0.27953,28,900,1702,-1,0.303653
0.528575,0.636101,0.625167,0.61947,0.544274,65,900,2430,-1,0.5907174
0.396983,0.444019,0.318133,0.525784,0.414058,57,900,2862,-1,0.4197954
0.215434,0.227473,0.227698,0.217283,0.22697,47,900,2614,-1,0.2229716
0.60071,0.487804,0.43578,0.533158,0.403245,64,900,2413,-1,0.4921394
0.424832,0.328462,0.417414,0.320403,0.430298,57,900,2845,-1,0.3842818
0.42604,0.341286,0.425603,0.323934,0.331517,80,900,4016,-1,0.369676
0.400974,0.716688,0.39451,0.393793,0.619287,87,900,4449,-1,0.5050504
0.252804,0.255621,0.268828,0.381527,0.376765,81,900,4246,-1,0.307109
0.27478,0.483202,0.393688,0.268061,0.380429,99,900,5110,-1,0.360032
0.400198,0.490661,0.598843,0.405732,0.403238,99,900,4858,-1,0.4597344
0.555208,0.557881,0.655559,0.592633,0.591778,103,900,5338,-1,0.5906118
0.587203,0.659717,0.772041,0.759252,0.66325,120,900,6151,-1,0.6882926
0.291748,0.520966,0.288569,0.504895,0.401911,119,900,6070,-1,0.4016178
0.656142,0.508135,0.433186,0.369997,0.578847,119,900,5888,-1,0.5092614
0.64517,0.548425,0.543598,0.659728,0.559897,124,900,6320,-1,0.5913636
0.520985,0.379094,0.399764,0.288916,0.284648,27,605,573,-1,0.3746814
0.300855,0.191997,0.289251,0.401311,0.299167,16,605,900,-1,0.2965162
0,0,0,0,0,-999,605,1082,-1,0
0.22858,0.225037,0.229949,0.117957,0.120881,11,605,790,-1,0.1844808
0.111273,0.118097,0.218673,0.11776,0.127834,8,605,598,-1,0.1387274
0.201664,0.204912,0.33641,0.220836,0.230444,22,605,1021,-1,0.2388532
0.236034,0.251317,0.246334,0.132451,0.138869,30,605,1702,-1,0.201001
0.309001,0.408598,0.521382,0.420156,0.338065,69,605,2430,-1,0.3994404
0.359052,0.440401,0.446167,0.342314,0.335453,61,605,2862,-1,0.3846774
0.265542,0.153962,0.161999,0.188121,0.158205,49,605,2614,-1,0.1855658
0.437106,0.447862,0.537181,0.338097,0.344853,68,605,2413,-1,0.4210198
0.482525,0.26369,0.262321,0.363036,0.261009,61,605,2845,-1,0.3265162
0.361968,0.699646,0.284103,0.284071,0.276156,84,605,4016,-1,0.3811888
0.44029,0.329044,0.33496,0.663006,0.444591,89,605,4449,-1,0.4423782
0.187422,0.209547,0.203771,0.189942,0.195289,83,605,4246,-1,0.1971942
0.194812,0.20083,0.303747,0.421204,0.202456,101,605,5110,-1,0.2646098
0.424144,0.324727,0.318664,0.325356,0.433907,103,605,4858,-1,0.3653596
0.495128,0.405374,0.412089,0.514501,0.507001,107,605,5338,-1,0.4668186
0.484194,0.703225,0.59237,0.496138,0.612249,124,605,6151,-1,0.5776352
0.248808,0.234756,0.221827,0.219808,0.221715,121,605,6070,-1,0.2293828
0.422222,0.30546,0.408315,0.40662,0.514435,123,605,5888,-1,0.4114104
0.594419,0.400968,0.487012,0.477554,0.36491,127,605,6320,-1,0.4649726
0,0,0,0,0,-999,1082,573,-1,0
0,0,0,0,0,-999,1082,900,-1,0
0,0,0,0,0,-999,1082,605,-1,0
0,0,0,0,0,-999,1082,790,-1,0
0,0,0,0,0,-999,1082,598,-1,0
0,0,0,0,0,-999,1082,1021,-1,0
0,0,0,0,0,-999,1082,1702,-1,0
0,0,0,0,0,-999,1082,2430,-1,0
0,0,0,0,0,-999,1082,2862,-1,0
0,0,0,0,0,-999,1082,2614,-1,0
0,0,0,0,0,-999,1082,2413,-1,0
0,0,0,0,0,-999,1082,2845,-1,0
0,0,0,0,0,-999,1082,4016,-1,0
0,0,0,0,0,-999,1082,4449,-1,0
0,0,0,0,0,-999,1082,4246,-1,0
0,0,0,0,0,-999,1082,5110,-1,0
0,0,0,0,0,-999,1082,4858,-1,0
0,0,0,0,0,-999,1082,5338,-1,0
0,0,0,0,0,-999,1082,6151,-1,0
0,0,0,0,0,-999,1082,6070,-1,0
0,0,0,0,0,-999,1082,5888,-1,0
0,0,0,0,0,-999,1082,6320,-1,0
0.284975,0.38791,0.606819,0.400087,0.310223,29,790,573,-1,0.3980028
0.224175,0.208045,0.19639,0.296567,0.194825,19,790,900,-1,0.2240004
0.20157,0.196653,0.195089,0.310484,0.313265,18,790,605,-1,0.2434122
0,0,0,0,0,-999,790,1082,-1,0
0,0,0,0,0,-999,790,598,-1,0
0.116758,0.120396,0.115887,0.33537,0.116276,13,790,1021,-1,0.1609374
0,0,0,0,0,-999,790,1702,-1,0
0.154449,0.148354,0.145281,0.161627,0.157357,39,790,2430,-1,0.1534136
0.282785,0.272281,0.156858,0.157339,0.350383,52,790,2862,-1,0.2439292
0,0,0,0,0,-999,790,2614,-1,0
0.146748,0.253578,0.148945,0.167421,0.161156,40,790,2413,-1,0.1755696
0.163744,0.268382,0.155502,0.277059,0.16314,52,790,2845,-1,0.2055654
0.180253,0.400655,0.180584,0.181181,0.181804,75,790,4016,-1,0.2248954
0.189438,0.303017,0.297461,0.189385,0.192061,85,790,4449,-1,0.2342724
0,0,0,0,0,-999,790,4246,-1,0
0,0,0,0,0,-999,790,5110,-1,0
0.314011,0.209564,0.313833,0.21019,0.323372,94,790,4858,-1,0.274194
0.323243,0.248429,0.349109,0.268565,0.316447,106,790,5338,-1,0.3011586
0.305508,0.31641,0.337251,0.505289,0.464401,118,790,6151,-1,0.3857718
0,0,0,0,0,-999,790,6070,-1,0
0.348849,0.451264,0.348337,0.343636,0.342638,114,790,5888,-1,0.3669448
0.579284,0.354176,0.460171,0.364958,0.463456,123,790,6320,-1,0.444409
0.525024,0.404962,0.421387,0.412181,0.432315,34,598,573,-1,0.4391738
0.495735,0.377309,0.288678,0.278299,0.246065,23,598,900,-1,0.3372172
0.193095,0.402906,0.218334,0.224806,0.42527,22,598,605,-1,0.2928822
0,0,0,0,0,-999,598,1082,-1,0
0,0,0,0,0,-999,598,790,-1,0
0.122341,0.127338,0.120444,0.124251,0.124208,17,598,1021,-1,0.1237164
0,0,0,0,0,-999,598,1702,-1,0
0.24924,0.151953,0.369987,0.257001,0.150462,43,598,2430,-1,0.2357286
0.161436,0.160935,0.259449,0.283515,0.166591,56,598,2862,-1,0.2063852
0,0,0,0,0,-999,598,2614,-1,0
0.20465,0.149827,0.146785,0.153401,0.146861,44,598,2413,-1,0.1603048
